sqft_living,price
910 ,520000 
930 ,141800 
5230 ,3400000 
2440 ,954500 
1260 ,342000 
2320 ,305000 
2330 ,420000 
1670 ,476500 
1230 ,275000 
2110 ,435000 
2550 ,460000 
3590 ,1330000 
3820 ,920000 
1720 ,775000 
1200 ,455000 
2350 ,1200000 
4120 ,1850000 
3480 ,590000 
1240 ,319950 
2050 ,540000 
1680 ,380000 
3410 ,720000 
1990 ,537000 
2190 ,525000 
1220 ,526000 
1200 ,480000 
970 ,303000 
1570 ,299950 
1580 ,333000 
1720 ,220000 
1750 ,394000 
4120 ,1250000 
1340 ,186000 
2370 ,328000 
4410 ,1630000 
2220 ,275000 
1150 ,475000 
1450 ,357500 
1170 ,459500 
1730 ,258000 
1260 ,665000 
1020 ,165000 
1970 ,297000 
1030 ,365000 
5660 ,955000 
1540 ,500000 
1540 ,525000 
670 ,107000 
1752 ,249000 
860 ,222900 
1680 ,453000 
1820 ,320000 
2120 ,733500 
3330 ,555000 
790 ,342888 
1680 ,619500 
1180 ,220000 
2040 ,675000 
1000 ,375000 
1280 ,170000 
2200 ,320900 
1800 ,508000 
1200 ,228950 
1290 ,370000 
2580 ,787888 
1470 ,602000 
1720 ,285000 
860 ,219900 
2090 ,400000 
670 ,245000 
1980 ,220000 
2160 ,317000 
1630 ,474900 
1690 ,314950 
1640 ,500000 
1290 ,525000 
2330 ,577500 
3080 ,1660000 
770 ,315000 
2910 ,925000 
5270 ,782000 
1050 ,414500 
1380 ,185000 
1610 ,262500 
1520 ,362500 
1990 ,536000 
1370 ,446000 
2710 ,1250000 
2610 ,335000 
1820 ,582000 
2770 ,700000 
1270 ,235000 
1820 ,475000 
1070 ,239300 
3510 ,970000 
2420 ,307999 
840 ,290000 
1010 ,285000 
1640 ,525000 
1530 ,245000 
2230 ,549950 
2040 ,330000 
1530 ,452000 
1000 ,410988 
3180 ,1200000 
1810 ,240000 
1430 ,330000 
1996 ,285000 
1530 ,338000 
560 ,249900 
2750 ,360000 
2570 ,635000 
1910 ,250000 
2130 ,880000 
2400 ,442500 
2560 ,448000 
3020 ,955000 
1220 ,245000 
910 ,533050 
2980 ,565000 
750 ,355000 
1460 ,381000 
410 ,325000 
1570 ,299990 
4460 ,833450 
1520 ,314950 
1660 ,601150 
2340 ,545000 
1010 ,175000 
1610 ,430000 
1460 ,225000 
2120 ,329950 
2460 ,995000 
1180 ,289900 
1100 ,440000 
1770 ,286000 
1200 ,260000 
1570 ,318000 
1610 ,255000 
2930 ,549950 
1570 ,195000 
1520 ,450000 
1610 ,270000 
1410 ,390000 
4430 ,1490000 
1630 ,249000 
2490 ,590000 
2810 ,301000 
880 ,427550 
1040 ,361000 
1830 ,460000 
1670 ,373000 
2660 ,525000 
2380 ,650000 
2031 ,335000 
1670 ,490000 
1390 ,272000 
3000 ,520000 
1280 ,422250 
1830 ,433000 
2340 ,438000 
2810 ,825000 
720 ,287000 
3070 ,550000 
2920 ,1250000 
1540 ,659000 
1330 ,175000 
2480 ,630000 
2880 ,1000000 
2434 ,285000 
1120 ,215000 
4080 ,1050000 
1560 ,604000 
2510 ,800000 
3210 ,565000 
1460 ,1010000 
2100 ,500000 
2420 ,298000 
1900 ,485000 
1010 ,347000 
1500 ,485000 
1850 ,565000 
2790 ,750000 
2300 ,453500 
2510 ,811000 
1760 ,281000 
1040 ,310000 
1860 ,280000 
1940 ,287000 
670 ,183000 
1200 ,204000 
1210 ,452000 
1820 ,350000 
2280 ,1330000 
1380 ,350000 
910 ,455000 
1800 ,305000 
1670 ,348000 
3360 ,950000 
1700 ,250000 
2280 ,626100 
1930 ,400000 
2980 ,675000 
2800 ,426000 
1710 ,368000 
1890 ,525000 
1450 ,482500 
2750 ,812500 
2580 ,1100000 
1250 ,485000 
2200 ,259875 
2810 ,479950 
2500 ,806000 
1780 ,625000 
1720 ,770000 
1740 ,340000 
1180 ,397990 
1240 ,226800 
3390 ,350000 
1400 ,395000 
2530 ,354950 
2130 ,565000 
1920 ,260000 
2510 ,581000 
1651 ,363000 
1670 ,204700 
2320 ,384000 
2670 ,675000 
2540 ,380000 
3450 ,685000 
1810 ,799000 
2290 ,660000 
3280 ,862500 
2660 ,310000 
4300 ,1400000 
2580 ,305000 
1480 ,500000 
2560 ,825000 
3200 ,580000 
2170 ,315000 
1400 ,235000 
3080 ,569999 
2660 ,1230000 
1140 ,400000 
1110 ,293000 
1500 ,240000 
2530 ,975000 
2150 ,279950 
960 ,225000 
1280 ,670000 
1890 ,465500 
1570 ,350000 
3310 ,1100000 
3240 ,750000 
2530 ,875000 
1040 ,230000 
1620 ,700000 
1940 ,650000 
2210 ,240000 
2080 ,1190000 
5584 ,1680000 
9890 ,6890000 
770 ,275000 
2740 ,657000 
3080 ,585000 
990 ,220500 
2460 ,600000 
1860 ,510000 
1980 ,432500 
2090 ,327500 
1750 ,510000 
4200 ,1080000 
1480 ,439000 
2740 ,779000 
970 ,209950 
2240 ,440000 
2810 ,571500 
2900 ,720000 
1010 ,230000 
1430 ,245500 
2230 ,340000 
2540 ,317500 
2507 ,551870 
3390 ,780000 
1470 ,490000 
990 ,325000 
1720 ,950000 
1610 ,215000 
1270 ,259000 
1420 ,349950 
1620 ,430000 
2750 ,1050000 
1240 ,415500 
2170 ,913000 
1800 ,334998 
1160 ,201500 
890 ,371000 
2150 ,229950 
1200 ,380000 
2310 ,440000 
2650 ,1010000 
1950 ,565000 
1010 ,400000 
1630 ,246000 
1590 ,225000 
1450 ,355000 
1260 ,300000 
4020 ,900000 
3130 ,762500 
1220 ,258000 
1930 ,250600 
2250 ,350000 
2430 ,490000 
1770 ,215000 
1890 ,423500 
1630 ,165000 
1680 ,525000 
2000 ,402000 
1680 ,308000 
3790 ,875000 
890 ,230000 
1570 ,525000 
1480 ,280000 
710 ,264000 
880 ,615000 
1630 ,464000 
2800 ,490000 
4190 ,1160000 
2145 ,734000 
2230 ,435000 
1550 ,453000 
2110 ,516200 
1000 ,249000 
1100 ,277000 
2530 ,785950 
1300 ,700000 
780 ,130000 
1500 ,273000 
3810 ,760000 
1160 ,350000 
1940 ,322000 
3140 ,765000 
960 ,290000 
2680 ,608095 
1820 ,265000 
1050 ,430000 
2980 ,575000 
2360 ,392000 
2810 ,1570000 
2040 ,261000 
2350 ,643403 
2170 ,460500 
2590 ,479000 
3110 ,751000 
1250 ,370037 
1740 ,349000 
2700 ,669000 
3440 ,550000 
1240 ,259000 
4610 ,1650000 
3890 ,1080000 
2060 ,306500 
1200 ,219000 
2860 ,289275 
1640 ,505000 
2300 ,567500 
3300 ,920000 
2130 ,850000 
2420 ,725000 
1170 ,216500 
1510 ,490000 
3900 ,650000 
1840 ,540000 
1850 ,230000 
1880 ,306000 
1650 ,670000 
2900 ,352000 
2130 ,732600 
1320 ,304000 
1610 ,269000 
2970 ,680000 
2880 ,1100000 
3110 ,960000 
1240 ,483000 
1570 ,371000 
1520 ,530000 
980 ,128000 
1270 ,386000 
1260 ,335000 
2680 ,599950 
1460 ,400000 
2460 ,240000 
2490 ,535000 
1140 ,275000 
3930 ,575000 
2370 ,540000 
2740 ,672800 
1160 ,380000 
3710 ,635000 
2490 ,749500 
4090 ,1150000 
2440 ,480000 
2540 ,374950 
1600 ,308950 
1220 ,237200 
5000 ,1250000 
2960 ,605000 
1500 ,215000 
2500 ,799000 
1610 ,280000 
1050 ,230000 
3060 ,835000 
2920 ,730000 
1800 ,632750 
2170 ,419000 
2020 ,465000 
2350 ,462500 
2200 ,457000 
1880 ,326000 
1610 ,238000 
1670 ,649950 
1370 ,252000 
1840 ,325000 
1120 ,365000 
1750 ,499000 
1440 ,435000 
2520 ,1100000 
2140 ,577500 
1550 ,650000 
1150 ,200000 
2090 ,350000 
2110 ,319000 
3100 ,700000 
1890 ,800000 
1800 ,493500 
1770 ,596500 
3000 ,759900 
1358 ,317000 
1060 ,310000 
3870 ,900000 
1990 ,445000 
3560 ,790000 
3870 ,600000 
2020 ,1400000 
2370 ,597000 
1190 ,445000 
1500 ,270000 
1750 ,716528 
1510 ,260000 
2690 ,690000 
2450 ,682000 
2010 ,605000 
1370 ,530000 
1390 ,657100 
1980 ,700000 
2490 ,950000 
1740 ,550000 
1560 ,254000 
1940 ,432500 
1300 ,440000 
1510 ,415000 
920 ,208000 
3010 ,728725 
1280 ,405000 
3090 ,540500 
2100 ,309900 
2110 ,260000 
1080 ,440000 
900 ,529500 
1800 ,335620 
2220 ,464000 
2650 ,350000 
1120 ,329000 
1480 ,398000 
930 ,550500 
1760 ,365000 
1280 ,520000 
1650 ,500000 
1580 ,247800 
2500 ,661500 
2900 ,785000 
840 ,355000 
1390 ,745000 
980 ,550000 
2080 ,600000 
2000 ,536500 
1650 ,355000 
1410 ,590000 
1650 ,443000 
2030 ,730000 
5730 ,1230000 
1810 ,575000 
1590 ,285000 
4230 ,847700 
1620 ,525000 
1020 ,242500 
3020 ,630000 
2280 ,750000 
2790 ,695000 
850 ,447000 
2180 ,570000 
2120 ,690000 
2210 ,375000 
2510 ,400000 
4260 ,3400000 
1820 ,655000 
1940 ,577000 
2520 ,415000 
2390 ,519500 
1950 ,262500 
3090 ,938000 
1720 ,348000 
2370 ,535950 
1340 ,420000 
5370 ,1570000 
1530 ,570000 
3290 ,947500 
2670 ,370000 
2140 ,640000 
1630 ,280000 
2020 ,345000 
790 ,198000 
2560 ,650000 
940 ,325000 
910 ,422500 
3290 ,715000 
2010 ,472217 
2060 ,244615 
3300 ,510000 
2000 ,367000 
2400 ,489950 
1920 ,652000 
3290 ,799000 
2710 ,925000 
2200 ,396800 
1240 ,645000 
1410 ,295832 
1090 ,350000 
1410 ,541000 
1640 ,443000 
2550 ,340000 
2382 ,345000 
1900 ,335000 
2840 ,375000 
2370 ,420000 
2610 ,575000 
1770 ,260000 
1560 ,500000 
1950 ,360000 
1810 ,585000 
1080 ,205000 
1050 ,194000 
1710 ,433000 
910 ,200000 
1510 ,400000 
3100 ,850000 
1068 ,207000 
2170 ,709000 
2750 ,725000 
1790 ,515000 
1710 ,450000 
2480 ,729000 
4720 ,875000 
1000 ,311300 
2400 ,325000 
3090 ,370000 
1870 ,458000 
3770 ,950000 
2610 ,1580000 
3720 ,899000 
2520 ,540000 
2150 ,392500 
2040 ,440000 
2250 ,390000 
1120 ,440000 
1550 ,430000 
1700 ,245000 
2000 ,427000 
2340 ,650500 
1120 ,335900 
2420 ,332000 
2210 ,305000 
2550 ,525888 
2750 ,357000 
1690 ,475000 
2480 ,1010000 
810 ,170000 
6085 ,1610000 
2140 ,675000 
1800 ,875000 
1920 ,571000 
2340 ,525000 
1160 ,137900 
1680 ,440000 
4250 ,465000 
940 ,283000 
2020 ,868000 
1920 ,455000 
4400 ,1050000 
1650 ,730000 
2660 ,425000 
2740 ,699000 
2630 ,320000 
1960 ,450000 
2080 ,315000 
1140 ,330000 
2140 ,998500 
2350 ,449000 
2790 ,751000 
3020 ,354000 
970 ,325000 
2250 ,998800 
3340 ,870000 
1060 ,420000 
1490 ,368888 
1930 ,339500 
2040 ,272000 
3150 ,450000 
2180 ,545000 
800 ,388000 
1130 ,536000 
2300 ,592000 
2470 ,485000 
2210 ,500000 
1160 ,215000 
1200 ,234000 
1560 ,380000 
2520 ,770000 
1720 ,620000 
2680 ,463000 
2280 ,525000 
1800 ,272000 
1600 ,280000 
3270 ,750000 
1390 ,341000 
2710 ,591000 
1420 ,260000 
1330 ,344950 
1400 ,470000 
3160 ,1380000 
1090 ,240000 
2230 ,1450000 
1020 ,393000 
4380 ,1400000 
2290 ,753000 
2620 ,725000 
2000 ,358500 
1560 ,295000 
2050 ,403900 
910 ,221000 
2620 ,300000 
1500 ,270000 
1370 ,246900 
1390 ,635000 
1360 ,150000 
2260 ,514000 
4070 ,710000 
4400 ,1800000 
1300 ,236000 
1540 ,539000 
2010 ,740000 
1560 ,273000 
890 ,285000 
2430 ,825000 
1550 ,313000 
1210 ,305000 
1560 ,544300 
1570 ,535000 
1790 ,246950 
2590 ,533000 
2577 ,495000 
2570 ,1170000 
2130 ,233000 
2150 ,317500 
1560 ,500000 
1220 ,253500 
2430 ,590000 
1240 ,277700 
2120 ,470000 
1480 ,216650 
3920 ,827500 
2880 ,1130000 
2210 ,660000 
1750 ,199000 
3530 ,1660000 
1980 ,545800 
1820 ,429900 
590 ,156000 
2570 ,254500 
2050 ,760000 
1610 ,210000 
1080 ,192500 
2060 ,264500 
2080 ,357500 
2120 ,490000 
2920 ,810000 
3020 ,530000 
1240 ,240000 
1230 ,479000 
5000 ,1450000 
1840 ,286500 
550 ,188000 
3350 ,1110000 
2510 ,820000 
2120 ,625000 
2090 ,550000 
1975 ,311000 
1900 ,305000 
1770 ,450000 
1540 ,565000 
2960 ,1250000 
1880 ,412000 
1150 ,717000 
1640 ,299999 
1440 ,420000 
1150 ,350000 
1430 ,198000 
1370 ,190000 
1040 ,272000 
2610 ,665000 
1990 ,510000 
2640 ,790000 
1910 ,650000 
1530 ,675000 
2800 ,752875 
880 ,255000 
1920 ,210000 
1660 ,412000 
1270 ,410000 
3550 ,720000 
780 ,315000 
1390 ,191950 
1260 ,523000 
1560 ,265000 
1980 ,306000 
4570 ,1580000 
1365 ,530000 
610 ,126000 
1070 ,500000 
1440 ,250000 
3180 ,1240000 
2190 ,419000 
2420 ,771000 
1370 ,168000 
1370 ,238000 
1090 ,289950 
1200 ,170000 
3440 ,905000 
2550 ,512000 
2880 ,362000 
790 ,315000 
2240 ,319950 
750 ,370000 
1220 ,249900 
2100 ,635000 
1180 ,355000 
3140 ,585000 
2320 ,320000 
2050 ,770000 
2270 ,500000 
2440 ,700000 
1110 ,410500 
960 ,290000 
1980 ,615000 
4070 ,1400000 
1640 ,465000 
1180 ,215000 
710 ,402000 
1970 ,432000 
1788 ,294400 
1880 ,541900 
2270 ,435000 
3420 ,655000 
3630 ,400000 
3580 ,879900 
4050 ,1290000 
1350 ,571000 
2510 ,600000 
2870 ,872750 
1670 ,239950 
2100 ,550000 
2500 ,395000 
2310 ,319950 
3260 ,681500 
1660 ,566000 
3470 ,920000 
1510 ,247000 
1870 ,680000 
1320 ,540000 
1340 ,385000 
2970 ,1260000 
1400 ,257000 
2140 ,420000 
2700 ,1060000 
1760 ,688500 
890 ,314963 
2120 ,531000 
1670 ,697000 
3650 ,1200000 
1970 ,535000 
1320 ,404500 
3270 ,725000 
2220 ,410000 
2470 ,597000 
2530 ,355000 
1540 ,257000 
3220 ,630000 
2990 ,1110000 
2400 ,590000 
1300 ,427000 
1220 ,222000 
2370 ,479000 
1940 ,306888 
1650 ,219950 
1940 ,299000 
1220 ,231000 
1930 ,700000 
1900 ,552775 
2930 ,718000 
2090 ,289000 
2680 ,676000 
2420 ,429000 
3860 ,2140000 
2760 ,480000 
3450 ,1670000 
3030 ,685000 
2100 ,335000 
3366 ,1300000 
1680 ,540000 
1150 ,227000 
880 ,210000 
3840 ,1460000 
1590 ,324500 
2700 ,525000 
880 ,128750 
2280 ,570000 
1190 ,350000 
1790 ,402200 
1520 ,650000 
1450 ,471000 
1210 ,156601 
1660 ,368000 
1650 ,550000 
1090 ,345000 
3850 ,995000 
2070 ,741000 
1700 ,349950 
1350 ,429000 
1500 ,352500 
1980 ,215000 
4500 ,870000 
1140 ,518000 
3980 ,925900 
1830 ,325000 
2550 ,895000 
2550 ,1190000 
1010 ,390000 
3350 ,1000000 
3450 ,850000 
1060 ,275000 
1670 ,450000 
2251 ,305000 
1770 ,643002 
1710 ,488500 
5280 ,1550000 
2500 ,336500 
2700 ,357000 
2370 ,800000 
880 ,248500 
1180 ,207000 
980 ,204000 
810 ,253500 
2070 ,235000 
2910 ,870000 
2340 ,570000 
2290 ,661254 
2300 ,680000 
1400 ,214950 
1480 ,899000 
2030 ,485000 
3260 ,755000 
2000 ,236000 
1750 ,225000 
3990 ,1070000 
3020 ,1900000 
2620 ,815000 
2150 ,399950 
2530 ,525000 
1890 ,314950 
990 ,222500 
1720 ,498000 
2080 ,800000 
3560 ,770000 
1690 ,230500 
1930 ,733000 
2640 ,377500 
2170 ,399000 
1580 ,485000 
2040 ,355000 
2690 ,333000 
1170 ,530000 
1400 ,242025 
2710 ,442500 
1160 ,312000 
2030 ,618080 
2020 ,370000 
2480 ,583800 
4430 ,1960000 
1970 ,410000 
2280 ,835000 
1530 ,469775 
1510 ,350000 
2010 ,495500 
1820 ,227490 
3110 ,730000 
4450 ,1300000 
3360 ,740000 
770 ,385000 
1310 ,405000 
1430 ,518000 
3050 ,585000 
1600 ,329000 
1970 ,379950 
1890 ,355000 
4440 ,1300000 
1820 ,705000 
870 ,312500 
2290 ,209950 
1440 ,500000 
910 ,425000 
2160 ,345500 
1100 ,130000 
1230 ,575000 
1800 ,335000 
2180 ,210000 
540 ,425000 
1830 ,544950 
1700 ,410000 
2410 ,610000 
700 ,199950 
1160 ,361550 
1550 ,537000 
1380 ,329900 
3920 ,760000 
3150 ,727000 
1190 ,229000 
1990 ,542000 
2030 ,305000 
3830 ,860000 
1440 ,249000 
2380 ,529000 
2360 ,435000 
3680 ,595000 
1600 ,280000 
6980 ,3100000 
2320 ,310000 
1440 ,472500 
1020 ,235000 
1060 ,315000 
2660 ,590000 
1300 ,305240 
2340 ,360000 
2070 ,372000 
1300 ,244500 
1990 ,246000 
2580 ,383000 
1350 ,388500 
2070 ,250000 
1500 ,614950 
1000 ,231500 
1730 ,490000 
1790 ,725000 
1620 ,460000 
2000 ,360000 
2430 ,402000 
760 ,300000 
1880 ,455000 
3990 ,649000 
2020 ,496600 
1610 ,338950 
3420 ,2250000 
2340 ,677500 
1270 ,599380 
2290 ,365000 
2800 ,915000 
2640 ,650000 
1660 ,315000 
3220 ,1260000 
4590 ,1140000 
2950 ,619000 
1780 ,535000 
1980 ,319950 
3960 ,1180000 
1790 ,346000 
3010 ,980000 
1250 ,468000 
2010 ,430000 
950 ,520000 
960 ,255000 
2560 ,790000 
1650 ,379880 
1790 ,425000 
1490 ,335000 
970 ,600000 
1700 ,161000 
1720 ,420000 
1080 ,325000 
2150 ,470000 
2050 ,245000 
1010 ,525000 
1900 ,658500 
3390 ,835000 
1000 ,488000 
3040 ,825000 
2920 ,713500 
2420 ,370000 
1550 ,685000 
2680 ,575000 
2130 ,311100 
2030 ,500000 
1380 ,553000 
4190 ,2550000 
1850 ,260000 
1920 ,781000 
1680 ,350000 
2080 ,830000 
1380 ,322000 
3000 ,1690000 
1350 ,337500 
1840 ,265000 
1420 ,335000 
2040 ,417000 
2380 ,570000 
2810 ,685000 
2200 ,280000 
890 ,305000 
1640 ,440000 
1890 ,510000 
1690 ,257500 
1070 ,315000 
2590 ,690000 
2100 ,530000 
2770 ,749950 
760 ,375000 
1540 ,450000 
2820 ,810000 
2160 ,530000 
990 ,246000 
1910 ,260000 
2610 ,608000 
1140 ,455000 
1020 ,230000 
2730 ,770000 
2660 ,765000 
1320 ,275000 
2440 ,720000 
3630 ,716500 
2120 ,720000 
770 ,265000 
1450 ,465000 
1320 ,342000 
3070 ,804100 
2290 ,565000 
2290 ,630000 
2890 ,1170000 
1430 ,485000 
1680 ,381000 
2280 ,849900 
1310 ,470000 
3480 ,852500 
1940 ,505000 
1690 ,207000 
2340 ,780000 
1700 ,400000 
2900 ,850000 
2170 ,551000 
2240 ,220000 
1530 ,439000 
1760 ,500000 
1250 ,200000 
1940 ,420000 
4320 ,1780000 
1500 ,265000 
3600 ,682000 
1440 ,390000 
1940 ,635000 
1650 ,370000 
3820 ,1240000 
1900 ,230000 
3420 ,965000 
3010 ,925000 
1780 ,654500 
1670 ,585000 
1220 ,348580 
1400 ,310000 
2520 ,780000 
3060 ,1760000 
2770 ,492000 
3730 ,599950 
930 ,105500 
3140 ,1640000 
3100 ,975000 
2270 ,469900 
1630 ,327000 
2600 ,300000 
1820 ,825000 
1860 ,267500 
2570 ,360000 
1800 ,449950 
2300 ,612000 
3240 ,575000 
2390 ,330000 
2150 ,550000 
1410 ,265000 
2280 ,597000 
1300 ,249000 
980 ,307500 
1430 ,440000 
2000 ,756100 
3290 ,775000 
1530 ,220000 
2270 ,766000 
1180 ,338900 
3290 ,810000 
1970 ,599950 
1800 ,471001 
840 ,86500 
820 ,102500 
710 ,216000 
980 ,340000 
1100 ,505000 
5370 ,1350000 
2100 ,610000 
3870 ,585000 
2910 ,1810000 
3100 ,302500 
2820 ,350000 
2620 ,535000 
1480 ,479000 
2320 ,447500 
2940 ,435000 
1330 ,245000 
2580 ,355000 
2880 ,1800000 
2110 ,1150000 
2790 ,375000 
2190 ,365000 
2280 ,530000 
2570 ,495000 
3000 ,607500 
2080 ,550000 
2120 ,428000 
2200 ,480000 
1730 ,335000 
2950 ,810000 
880 ,415000 
1530 ,460000 
2320 ,315000 
2950 ,386500 
2390 ,269950 
1820 ,790000 
3880 ,762300 
2320 ,518000 
4730 ,3400000 
2070 ,575000 
1280 ,279900 
1270 ,340000 
1570 ,214950 
1190 ,425000 
7620 ,1680000 
2490 ,360000 
1650 ,550000 
1790 ,455000 
770 ,257000 
2700 ,744500 
1470 ,169000 
1730 ,292000 
1200 ,389000 
680 ,510000 
2620 ,550120 
700 ,152000 
910 ,275000 
2100 ,521900 
920 ,229950 
1410 ,274950 
2430 ,412950 
1010 ,385000 
2050 ,300000 
1560 ,460000 
1450 ,375000 
1410 ,225000 
1390 ,290000 
1850 ,475000 
1660 ,619000 
1640 ,275000 
950 ,230000 
1980 ,299000 
1220 ,199000 
2190 ,289950 
1950 ,525126 
2000 ,441000 
2000 ,474500 
1480 ,290000 
2800 ,850000 
1820 ,815000 
5840 ,2200000 
1830 ,429950 
1080 ,140000 
3990 ,740000 
2090 ,489900 
1360 ,235000 
1330 ,347000 
1010 ,229000 
2460 ,960000 
2190 ,769950 
1420 ,385000 
840 ,105000 
1810 ,355000 
1310 ,223000 
1550 ,645000 
2610 ,337000 
1280 ,167000 
2450 ,537100 
1780 ,800500 
1100 ,168500 
1190 ,319500 
2920 ,795000 
3510 ,1010000 
1320 ,475000 
2170 ,420000 
850 ,490000 
720 ,335000 
1230 ,425000 
2190 ,700000 
4130 ,998000 
2810 ,999000 
2160 ,530000 
2170 ,489000 
2160 ,305000 
1530 ,700180 
2170 ,606500 
2010 ,500000 
1430 ,667750 
1120 ,438000 
960 ,212625 
1010 ,248000 
2150 ,607000 
420 ,280000 
1630 ,320000 
2850 ,750000 
1090 ,425000 
1280 ,272925 
1190 ,440000 
1590 ,255000 
1150 ,171500 
3410 ,675000 
1890 ,320000 
2390 ,359800 
1410 ,239900 
2150 ,380000 
1960 ,234500 
2300 ,294000 
3140 ,400000 
2560 ,640000 
1410 ,415000 
2540 ,717000 
1120 ,425000 
2880 ,1990000 
2460 ,930000 
1020 ,350000 
3290 ,520000 
2993 ,540000 
3800 ,380000 
850 ,320000 
1560 ,400000 
3570 ,895000 
800 ,195000 
1010 ,165000 
2400 ,335750 
2110 ,796000 
1410 ,410000 
1040 ,314950 
2890 ,706000 
1450 ,557000 
1760 ,194000 
1630 ,574800 
2240 ,309000 
2430 ,770000 
1940 ,525000 
2370 ,310000 
1860 ,350000 
2110 ,610000 
1990 ,564800 
1820 ,438000 
1190 ,229000 
2100 ,283000 
2020 ,640000 
3270 ,560000 
1710 ,620000 
1740 ,525000 
1190 ,390000 
2150 ,369900 
4320 ,1040000 
1470 ,352500 
3560 ,1160000 
1580 ,289000 
4420 ,730000 
670 ,240000 
2480 ,620000 
1580 ,524500 
1830 ,236000 
840 ,308500 
2050 ,299000 
1300 ,270000 
2510 ,588000 
2390 ,420000 
2480 ,716000 
3060 ,605000 
2910 ,312200 
1560 ,537000 
3150 ,530000 
2940 ,780000 
1000 ,420000 
1490 ,550000 
600 ,110000 
2320 ,700000 
5470 ,1610000 
2890 ,655000 
1790 ,472500 
2830 ,713414 
980 ,435000 
2850 ,907500 
1760 ,554000 
3410 ,2600000 
1250 ,452000 
2370 ,300523 
1380 ,215500 
2320 ,552500 
1210 ,160000 
1890 ,523460 
2520 ,865000 
1810 ,327000 
1140 ,540000 
2040 ,240000 
3340 ,910000 
3800 ,630000 
2320 ,416100 
2360 ,285000 
2450 ,530000 
3050 ,1030000 
2180 ,625000 
2960 ,740000 
1330 ,234999 
1940 ,380000 
1700 ,500000 
1010 ,337000 
990 ,335000 
3760 ,1380000 
850 ,295000 
3190 ,795000 
2160 ,220000 
3500 ,799000 
2190 ,367300 
1890 ,805000 
1860 ,217000 
4230 ,935000 
2230 ,368750 
2250 ,589000 
1730 ,152500 
1890 ,240000 
1220 ,555950 
710 ,289000 
2970 ,745000 
2740 ,535000 
2740 ,1110000 
2330 ,325000 
2130 ,310000 
1900 ,340000 
2020 ,633000 
1290 ,310000 
1710 ,470000 
1480 ,200000 
780 ,200000 
1580 ,267000 
1660 ,484000 
2240 ,905000 
1850 ,475000 
5770 ,1540000 
2100 ,1080000 
1320 ,159000 
2520 ,1050000 
1180 ,209950 
3210 ,399950 
2014 ,321000 
1440 ,245000 
1880 ,423000 
990 ,442000 
1720 ,475000 
3400 ,715000 
1120 ,320000 
1660 ,449000 
3200 ,725126 
1840 ,390000 
1080 ,147400 
3240 ,975000 
1250 ,225000 
1870 ,619100 
1670 ,612125 
2588 ,335000 
1690 ,500000 
3790 ,2200000 
2590 ,540000 
1390 ,431000 
2800 ,550000 
1790 ,615000 
2220 ,542000 
2610 ,1300000 
670 ,390000 
2110 ,603000 
1490 ,467500 
4110 ,1030000 
2320 ,370000 
4190 ,1150000 
1940 ,265000 
2910 ,1400000 
2670 ,465000 
2250 ,468000 
3570 ,910000 
2680 ,360000 
1320 ,229000 
2060 ,457000 
2830 ,518000 
2450 ,696950 
880 ,550000 
2510 ,479900 
2530 ,1120000 
1130 ,340000 
1420 ,340000 
2210 ,635250 
1770 ,400000 
1940 ,1330000 
1440 ,330490 
720 ,210000 
1720 ,493000 
1070 ,147000 
1620 ,345000 
1520 ,470000 
2730 ,599000 
4150 ,550000 
3270 ,1310000 
3730 ,649500 
3280 ,734500 
2600 ,425000 
2290 ,572500 
1570 ,330000 
1430 ,375000 
370 ,276000 
3130 ,500000 
1830 ,524950 
2950 ,424900 
3140 ,990000 
2350 ,650000 
1660 ,279000 
1730 ,479000 
1720 ,404000 
1820 ,300000 
2170 ,195000 
2280 ,539500 
2680 ,590000 
980 ,575000 
820 ,365000 
1410 ,335000 
2270 ,619850 
2310 ,422000 
2000 ,560000 
1240 ,352900 
2390 ,349950 
1240 ,405000 
2050 ,260000 
3080 ,365000 
2670 ,415000 
2310 ,727160 
3160 ,1190000 
2140 ,210000 
1330 ,295000 
960 ,237000 
3010 ,745000 
1990 ,309950 
1770 ,320900 
2495 ,436000 
2720 ,790000 
1380 ,275000 
1870 ,275000 
1350 ,190000 
2120 ,370000 
1040 ,227000 
2840 ,640000 
3280 ,605000 
2070 ,329950 
960 ,180000 
2430 ,723000 
1430 ,375000 
1690 ,705000 
1620 ,599995 
3030 ,799950 
2050 ,210000 
2520 ,420000 
1200 ,375000 
3070 ,1720000 
2150 ,355000 
4070 ,889000 
4660 ,1640000 
1300 ,205000 
850 ,150000 
3090 ,751000 
2350 ,725000 
1560 ,640000 
2400 ,300000 
1920 ,260000 
1220 ,280500 
1870 ,485000 
3700 ,540000 
1900 ,407500 
1820 ,750000 
3100 ,894400 
1200 ,546000 
2390 ,699950 
1740 ,517000 
1340 ,400000 
2550 ,277500 
1630 ,426000 
1870 ,310000 
1870 ,449000 
1430 ,133000 
1710 ,380000 
1040 ,172500 
1020 ,280000 
2580 ,499950 
1530 ,474000 
1590 ,411000 
1970 ,465000 
5930 ,1520000 
1720 ,583500 
3230 ,409000 
1400 ,510250 
930 ,395000 
1630 ,464000 
710 ,257500 
2310 ,362000 
1620 ,640000 
1140 ,172500 
1650 ,282500 
910 ,330000 
1740 ,827235 
